Unnamed: 0,CustomerID,Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,AdvertisingPlatform,AdvertisingTool,Conversion
2681,CUST2682,18-21,1,29298-38581,google,Consideration,4636.481115263037,0.2693636862166081,0.1373526030052674,7,5.047795026762548,8.581586229163074,35,16-17,1,0-4,1268,isConfid,isConfid,1
864,CUST0865,18-21,1,29298-38581,partner site,Conversion,3100.054986642853,0.0195563021625764,0.038454446099542,16,8.211089142140539,6.693308130988966,84,14-15,3,5-9,192,isConfid,isConfid,1
1779,CUST1780,18-21,0,29298-38581,yahoo,Awareness,4208.515399641016,0.1689557116586248,0.1083433394247129,20,8.380674958751921,6.769029286320981,39,14-15,9,5-9,2818,isConfid,isConfid,1
4362,CUST4363,18-21,0,29298-38581,whatsapp,Awareness,8229.776031758081,0.2073262343910503,0.1818925813537628,49,1.7233897644588472,3.334653448927482,81,14-15,7,0-4,3732,isConfid,isConfid,1
4959,CUST4960,18-21,0,29298-38581,partner site,Conversion,4982.1956654494215,0.2654896906987032,0.0583452962043803,33,3.755253601532856,11.922081783386911,30,14-15,3,0-4,3997,isConfid,isConfid,1
726,CUST0727,18-21,0,38582-47865,blog,Conversion,7855.889175258659,0.18622474343762,0.060026852851062,31,1.569179675136985,10.205344698069734,31,4-5,3,0-4,687,isConfid,isConfid,1
2947,CUST2948,18-21,0,38582-47865,news portal,Retention,3469.108995713862,0.2440287094265716,0.0326688988307356,32,4.624142473614256,5.284413353778696,58,4-5,9,5-9,1621,isConfid,isConfid,1
3407,CUST3408,18-21,1,38582-47865,zoho,Consideration,3668.4413550962586,0.1379844528458957,0.1693807353128256,11,9.29415058560615,6.247511291190477,70,4-5,7,0-4,166,isConfid,isConfid,1
5244,CUST5245,18-21,0,38582-47865,baidu,Consideration,1877.0379864079048,0.1144346540935678,0.0288809164015728,45,3.2270868898134144,11.258085820482975,36,4-5,4,0-4,4981,isConfid,isConfid,1
6309,CUST6310,18-21,0,38582-47865,tiktok,Retention,6607.945759803955,0.1203066941087541,0.0214470214108548,40,5.992174102534986,13.702359719495872,11,4-5,1,5-9,1139,isConfid,isConfid,1
7746,CUST7747,18-21,0,38582-47865,linkedin,Awareness,4847.221296829059,0.2220813542320163,0.1816462099477447,26,6.004820239594355,11.962305071356957,3,4-5,5,0-4,1948,isConfid,isConfid,1
7054,CUST7055,18-21,1,38582-47865,google ads,Retention,8593.641087844022,0.2251048849509551,0.0114037020250969,23,4.69582975991364,7.816685585384459,6,2-3,8,5-9,1969,isConfid,isConfid,1
5116,CUST5117,18-21,1,38582-47865,zoho,Consideration,4709.681223696605,0.247631351727294,0.1425692920351212,48,6.036934616010904,14.282724602654165,37,2-3,9,5-9,2420,isConfid,isConfid,1
4692,CUST4693,18-21,0,38582-47865,gmail,Retention,4023.888181168437,0.0397793725783754,0.0902723765067244,6,8.779524562559216,3.260401170796644,92,2-3,8,0-4,2127,isConfid,isConfid,0
1051,CUST1052,18-21,1,38582-47865,tiktok,Awareness,8432.12155437309,0.1546311512740118,0.0541124665612693,5,9.3574731740309,2.425796018232818,43,2-3,4,5-9,2555,isConfid,isConfid,1
5916,CUST5917,18-21,0,38582-47865,bing,Consideration,7505.594033244689,0.2566396708582067,0.1612080886833529,10,2.117518255965771,8.354445822954057,53,8-9,1,0-4,3605,isConfid,isConfid,1
7333,CUST7334,18-21,1,38582-47865,online directory,Awareness,3006.7801850147885,0.0722087127260114,0.0826631375959564,44,4.481350645734194,6.186055187624498,45,8-9,3,5-9,3879,isConfid,isConfid,0
1823,CUST1824,18-21,1,38582-47865,bing ads,Consideration,5816.359212992951,0.2955983865100215,0.0966451244164857,30,4.842089589869051,9.721056934049312,55,8-9,6,5-9,2225,isConfid,isConfid,1
6994,CUST6995,18-21,0,38582-47865,bing ads,Conversion,194.42522586643656,0.1142603341668171,0.2009404610247959,35,3.199884490997988,7.973826522032113,76,18-19,8,0-4,588,isConfid,isConfid,1
594,CUST0595,18-21,0,38582-47865,bing,Awareness,2385.6464816952007,0.2372925381889016,0.1129338757159676,49,9.25460985670211,5.837752297349224,98,6-7,2,5-9,4828,isConfid,isConfid,1
5775,CUST5776,18-21,0,38582-47865,protonmail,Awareness,2630.085472175175,0.2704923528186484,0.127102255397335,44,1.0632793430922751,0.8350880091903201,12,18-19,6,5-9,930,isConfid,isConfid,1
3662,CUST3663,18-21,0,38582-47865,duckduckgo,Awareness,3739.970497338336,0.2720905355115569,0.0172087580598569,10,6.1126331859642615,4.483476791526506,86,18-19,1,0-4,1392,isConfid,isConfid,0
4141,CUST4142,18-21,0,38582-47865,partner site,Conversion,2261.417659984916,0.0194539245491005,0.0227483614704394,35,2.3494244320159625,10.303332311104958,34,10-11,4,0-4,457,isConfid,isConfid,0
2407,CUST2408,18-21,1,38582-47865,twitter ads,Conversion,5733.075878474726,0.284470170303605,0.1900378383216286,2,3.76592088661947,8.163639860691477,8,10-11,2,0-4,1395,isConfid,isConfid,1
2710,CUST2711,18-21,0,38582-47865,facebook,Awareness,9948.641774010926,0.2048039938511344,0.0192128652629656,11,2.0529361900858456,2.143224622748627,26,12-13,8,0-4,868,isConfid,isConfid,0
2309,CUST2310,18-21,0,38582-47865,outlook,Retention,9303.05968796706,0.2022830346465572,0.1291702906535105,48,5.974216623127053,6.884422918176215,32,12-13,1,0-4,1768,isConfid,isConfid,1
2112,CUST2113,18-21,0,38582-47865,yahoo,Conversion,7950.815691155042,0.2922314515217329,0.180085521717455,45,3.831342085368304,3.2991932545569576,65,10-11,7,5-9,3124,isConfid,isConfid,1
1214,CUST1215,18-21,1,38582-47865,news portal,Awareness,5100.073427099581,0.2873478581877074,0.1674955693261805,25,5.577865908890466,7.264131804238512,18,10-11,2,5-9,2122,isConfid,isConfid,1
6291,CUST6292,18-21,0,38582-47865,protonmail,Awareness,4177.150813120553,0.1498519469583606,0.1431350151053513,19,6.867651622760243,6.461084174591481,84,0-1,9,0-4,195,isConfid,isConfid,1
5455,CUST5456,18-21,1,38582-47865,bing,Retention,8084.514084317696,0.0544142276722325,0.0278825246799256,43,5.808732097333962,4.333083081033291,54,0-1,1,5-9,2781,isConfid,isConfid,0
3123,CUST3124,18-21,0,38582-47865,blog,Retention,8398.161629430811,0.2301450509075339,0.0576571391597485,41,7.625208844222126,2.51175740486171,64,0-1,4,0-4,632,isConfid,isConfid,1
4955,CUST4956,18-21,1,38582-47865,protonmail,Awareness,116.7633391705397,0.1046918404782646,0.0944459631447376,43,2.407582128027233,9.622382203571812,3,18-19,3,5-9,113,isConfid,isConfid,1
143,CUST0144,18-21,1,38582-47865,facebook,Consideration,8640.283410589356,0.2942718595200598,0.1123295434637723,17,9.968090157338848,4.339916902307226,21,0-1,7,5-9,1910,isConfid,isConfid,1
6210,CUST6211,18-21,1,38582-47865,facebook,Retention,5951.902230776209,0.2474783569164761,0.0325973275124556,21,3.858029428544296,1.1601886093348308,8,16-17,5,5-9,793,isConfid,isConfid,1
3316,CUST3317,18-21,1,38582-47865,baidu,Consideration,5999.582204182995,0.0801265879505089,0.0599726406620979,18,8.827880897671037,9.167706427588271,97,16-17,2,5-9,2501,isConfid,isConfid,1
1058,CUST1059,18-21,1,38582-47865,outlook,Awareness,1277.505971669172,0.2749676453063557,0.125757289989372,4,4.12707136360335,14.972113576537554,21,16-17,2,5-9,2928,isConfid,isConfid,1
799,CUST0800,18-21,1,38582-47865,yahoo,Conversion,2466.692625238042,0.145579464716877,0.1249261928696745,48,5.171554606502682,12.266190767081923,83,16-17,9,0-4,3753,isConfid,isConfid,1
198,CUST0199,18-21,0,38582-47865,yahoo,Retention,5359.984284322316,0.0160609767814913,0.0854686364803725,18,2.554688997685996,5.487314604905157,49,18-19,6,0-4,882,isConfid,isConfid,1
2159,CUST2160,18-21,1,38582-47865,protonmail,Awareness,8554.40894941463,0.161336477261293,0.014038139076624,1,6.30751695947191,6.808113472633262,6,18-19,9,0-4,2847,isConfid,isConfid,1
5965,CUST5966,18-21,0,38582-47865,twitter ads,Retention,5079.597700003947,0.2791996939910527,0.1503356314796705,1,3.665146627609869,8.648610539777758,49,14-15,2,0-4,2434,isConfid,isConfid,1
3059,CUST3060,18-21,0,38582-47865,twitter ads,Awareness,7846.797829355208,0.1342211665260017,0.0483854283324333,46,7.682787038323563,6.143660173390551,83,14-15,5,5-9,1148,isConfid,isConfid,1
833,CUST0834,18-21,0,38582-47865,partner site,Consideration,10023.042609318296,0.1748060984236907,0.0461181399435068,25,6.258111922966884,3.8211207743543447,32,14-15,7,5-9,3635,isConfid,isConfid,1
931,CUST0932,18-21,0,47866-57149,zoho,Conversion,6063.503393696468,0.0575080922210786,0.0566517027901781,15,8.30283318745455,1.246476185882632,69,2-3,2,5-9,3277,isConfid,isConfid,1
2740,CUST2741,18-21,1,47866-57149,yahoo,Conversion,6778.773778939899,0.227399781455326,0.0352939520589987,41,5.875121467385542,1.8666646937651337,42,2-3,4,0-4,1517,isConfid,isConfid,1
3670,CUST3671,18-21,1,47866-57149,linkedin,Awareness,8976.340463519342,0.0910354714561319,0.177347560264851,8,9.57788651985699,10.876435026400184,27,2-3,8,0-4,1868,isConfid,isConfid,1
4716,CUST4717,18-21,0,47866-57149,zoho,Retention,4967.915845311677,0.1988260004825568,0.1590601838498135,23,8.901259699072165,1.97790024928173,13,2-3,4,5-9,4756,isConfid,isConfid,1
5024,CUST5025,18-21,0,47866-57149,zoho,Awareness,4513.489697041579,0.2622003280906131,0.0267123907718545,49,1.5330483240466706,5.770102782220411,66,2-3,7,5-9,4157,isConfid,isConfid,1
6020,CUST6021,18-21,0,47866-57149,facebook ads,Consideration,1740.5851712117496,0.0203307012518369,0.1254361963256988,31,9.136670096784828,12.635601255849949,54,2-3,3,5-9,2991,isConfid,isConfid,1
6487,CUST6488,18-21,1,47866-57149,linkedin,Retention,1779.1746532268148,0.1847226139179805,0.0302215851199037,44,6.499892259906692,4.602557229319895,70,2-3,9,0-4,4293,isConfid,isConfid,1
3063,CUST3064,18-21,0,47866-57149,affiliate,Conversion,1272.0235757640733,0.1177599009255823,0.1072832168323282,2,9.75931762041231,8.025124422000566,7,4-5,8,0-4,933,isConfid,isConfid,1
7710,CUST7711,18-21,1,47866-57149,affiliate,Awareness,4351.832605740502,0.1532184013146479,0.1006155267117271,16,9.760870824425115,10.198832894519684,69,4-5,0,0-4,1326,isConfid,isConfid,1
2349,CUST2350,18-21,1,47866-57149,duckduckgo,Consideration,10139.80705296546,0.1520642512597938,0.1814798965306266,10,2.079715081081179,1.223207524691653,14,4-5,0,5-9,1903,isConfid,isConfid,0
1143,CUST1144,18-21,1,47866-57149,google,Consideration,1334.7008329885634,0.1837087342698244,0.1800728155969154,34,4.511801453082797,14.326760896528056,80,4-5,9,5-9,72,isConfid,isConfid,1
465,CUST0466,18-21,0,47866-57149,news portal,Consideration,6230.816799404151,0.0311254544741039,0.1601089739276396,32,2.3129820426791405,8.049271364149332,71,4-5,4,0-4,408,isConfid,isConfid,1
6829,CUST6830,18-21,0,47866-57149,news portal,Retention,1599.9300376910433,0.1979618475700812,0.0817255059844429,27,9.8528900574794,13.55496629085276,92,18-19,1,0-4,1,isConfid,isConfid,1
4847,CUST4848,18-21,1,47866-57149,baidu,Consideration,9167.692926169011,0.050519689859646,0.1624838822329118,20,5.667914480119155,8.834226542241407,93,18-19,3,0-4,4166,isConfid,isConfid,1
3795,CUST3796,18-21,0,47866-57149,protonmail,Awareness,4739.687558731768,0.1141482839367885,0.1405561919343773,43,7.465456946419786,11.350148894786036,0,18-19,2,5-9,735,isConfid,isConfid,1
7345,CUST7346,18-21,0,47866-57149,duckduckgo,Awareness,888.5428357271197,0.2073659208801146,0.1834937079382885,48,3.876682622511371,3.909717767744117,65,8-9,1,5-9,3344,isConfid,isConfid,1
6285,CUST6286,18-21,0,47866-57149,zoho,Retention,6958.925314941044,0.1667592490959065,0.1406856495323869,18,1.9604177288300983,11.80070573909526,34,6-7,4,5-9,3598,isConfid,isConfid,1
6131,CUST6132,18-21,1,47866-57149,whatsapp,Conversion,408.407520044528,0.0514465101395769,0.1396230604115766,38,4.425145333860394,7.766690383633545,73,6-7,4,0-4,3534,isConfid,isConfid,1
3101,CUST3102,18-21,1,47866-57149,partner site,Consideration,5956.760317352992,0.1186896924708076,0.1506596441012433,10,4.963946799076597,2.3207818854507067,1,6-7,1,5-9,893,isConfid,isConfid,1
1771,CUST1772,18-21,0,47866-57149,bing ads,Conversion,8833.46071593892,0.0936989562759982,0.0928007746976148,5,1.1610674656268565,12.38640975453214,51,6-7,3,5-9,1185,isConfid,isConfid,1
1191,CUST1192,18-21,0,47866-57149,twitter ads,Consideration,8289.166076543157,0.2281417979360592,0.0740595996094861,39,3.058431991642825,9.418811272061134,1,6-7,9,5-9,2144,isConfid,isConfid,1
409,CUST0410,18-21,0,47866-57149,linkedin,Conversion,276.2670279719733,0.0265511248125898,0.0137840474719173,8,2.237916894910186,14.235115732747738,15,6-7,4,5-9,4211,isConfid,isConfid,1
7626,CUST7627,18-21,1,47866-57149,linkedin,Awareness,3170.7965204174698,0.0088814176048258,0.0906728360147241,32,1.4926236657344591,1.7911389059250884,37,12-13,8,5-9,3365,isConfid,isConfid,0
7607,CUST7608,18-21,1,47866-57149,yahoo,Awareness,7173.147755768796,0.1754845742854891,0.1087289538196101,8,6.769531707096767,9.05856711090312,45,12-13,6,0-4,4458,isConfid,isConfid,1
7729,CUST7730,18-21,1,47866-57149,online directory,Consideration,9082.977149039065,0.129281901681898,0.0668334095128232,22,9.731978762361328,7.641097737651388,91,0-1,9,0-4,2946,isConfid,isConfid,0
6477,CUST6478,18-21,0,47866-57149,duckduckgo,Retention,665.0804836056686,0.2624271407005635,0.0437612980890252,33,7.665238926209083,1.1813205149796444,30,0-1,2,5-9,3529,isConfid,isConfid,0
5401,CUST5402,18-21,0,47866-57149,blog,Consideration,2083.8614051992504,0.1799459534388612,0.0491642667294316,12,6.195572305025295,2.2068010220301844,29,0-1,9,0-4,457,isConfid,isConfid,0
2799,CUST2800,18-21,0,47866-57149,yahoo,Conversion,2531.904350167978,0.1173966494160111,0.0410064542759166,3,5.311597609279258,10.818556768068964,11,0-1,5,0-4,762,isConfid,isConfid,1
1580,CUST1581,18-21,0,47866-57149,protonmail,Consideration,1755.8583595221155,0.0996686345954388,0.1333638400422961,9,8.122601679800884,9.670896214362136,68,0-1,1,0-4,2450,isConfid,isConfid,1
1316,CUST1317,18-21,1,47866-57149,news portal,Retention,5222.609387384214,0.0865942523743104,0.1784827563320959,34,7.102168207761572,12.573112146186489,66,0-1,1,0-4,1758,isConfid,isConfid,1
4891,CUST4892,18-21,1,47866-57149,gmail,Retention,517.8590186517197,0.1850026967704833,0.1354940262556241,3,7.1716826642565055,9.959753914154112,11,10-11,7,0-4,1771,isConfid,isConfid,1
4187,CUST4188,18-21,1,47866-57149,outlook,Conversion,3000.5804307770204,0.2542984949082126,0.0728219043741852,9,9.203982608896633,11.970353991636328,9,10-11,6,5-9,3759,isConfid,isConfid,1
2899,CUST2900,18-21,1,47866-57149,news portal,Awareness,4502.245303145592,0.2933256503007079,0.0838039384381306,32,9.060563028149394,13.805114118776128,11,10-11,5,0-4,1229,isConfid,isConfid,1
1482,CUST1483,18-21,1,47866-57149,bing ads,Consideration,6145.41105358644,0.0571082584897947,0.0735245620804394,16,9.188201375678972,1.5654826664341757,55,10-11,1,5-9,4893,isConfid,isConfid,1
757,CUST0758,18-21,0,47866-57149,baidu,Awareness,2830.3649058064343,0.2132649463437421,0.08922514792869,16,2.40953545096791,1.28149035437537,90,10-11,3,0-4,3080,isConfid,isConfid,1
228,CUST0229,18-21,1,47866-57149,bing ads,Conversion,7539.037957907768,0.1413493601283383,0.0115925788179012,46,1.7319060794872458,13.379727513657135,88,10-11,3,0-4,3651,isConfid,isConfid,1
6946,CUST6947,18-21,1,47866-57149,google ads,Retention,3689.771302324277,0.1235340306816248,0.0934705288794908,44,7.193218831451448,0.5868435558296932,22,16-17,1,0-4,1728,isConfid,isConfid,1
6292,CUST6293,18-21,0,47866-57149,zoho,Awareness,1677.7203627170416,0.2153338855389976,0.0521693213892969,33,5.661380225039842,12.08636181719762,95,16-17,4,0-4,1922,isConfid,isConfid,1
5950,CUST5951,18-21,0,47866-57149,outlook,Awareness,3166.1585429334305,0.1730770588138496,0.0380769565646679,32,5.660141082104049,10.787883591791482,28,16-17,3,0-4,3164,isConfid,isConfid,1
4994,CUST4995,18-21,1,47866-57149,google,Retention,1617.8164866522798,0.2264301513329753,0.0741170133590209,32,2.348943819073119,6.431579121412177,0,16-17,4,5-9,3022,isConfid,isConfid,1
3813,CUST3814,18-21,1,47866-57149,google ads,Awareness,6741.445155563274,0.2739485092921563,0.0181064826932455,14,1.862630655642573,3.3311911466369057,16,16-17,2,5-9,3536,isConfid,isConfid,1
2240,CUST2241,18-21,0,47866-57149,bing ads,Awareness,1751.34258684241,0.2105890031904707,0.1568077740222149,47,1.877639639668048,2.4407736924585746,44,16-17,2,5-9,3699,isConfid,isConfid,1
1236,CUST1237,18-21,0,47866-57149,partner site,Consideration,1833.658431625295,0.0948248371725323,0.0762873360685603,17,8.731430435310845,6.127532489409685,85,16-17,3,5-9,843,isConfid,isConfid,1
7735,CUST7736,18-21,0,47866-57149,twitter ads,Consideration,7366.6384461434545,0.2836674793031165,0.1729017191057245,30,2.312973316610571,3.196081529664677,88,14-15,6,5-9,1086,isConfid,isConfid,0
5842,CUST5843,18-21,1,47866-57149,facebook ads,Retention,790.2808518429455,0.1498571883758592,0.0489005855442211,6,2.1835990056211934,8.199327603605065,46,14-15,4,0-4,536,isConfid,isConfid,0
5423,CUST5424,18-21,0,47866-57149,google ads,Consideration,3854.333131718366,0.1394729645182017,0.0132900296156103,8,9.80869401427204,2.171980550853803,63,14-15,2,0-4,4182,isConfid,isConfid,0
4133,CUST4134,18-21,1,47866-57149,zoho,Awareness,5040.052513217779,0.1362377617646418,0.0606363123664309,46,8.160021326422061,2.032682083412596,49,14-15,5,0-4,3,isConfid,isConfid,1
7660,CUST7661,18-21,1,47866-57149,linkedin ads,Awareness,6737.628443500521,0.0145041568779494,0.1141034761285007,12,1.4816503529736025,7.728156244415843,28,14-15,1,0-4,1612,isConfid,isConfid,0
40,CUST0041,18-21,0,57150-66433,zoho,Conversion,4005.716596083669,0.2792197078478795,0.0972131628085396,24,1.108598123439243,11.620091400750258,13,4-5,7,0-4,1476,isConfid,isConfid,1
2211,CUST2212,18-21,0,57150-66433,yahoo,Conversion,3943.1132066524096,0.2537929501214865,0.195671612617646,37,3.5527099572438487,12.862080910677536,4,4-5,7,5-9,2809,isConfid,isConfid,1
3217,CUST3218,18-21,1,57150-66433,twitter ads,Conversion,1089.2858012532022,0.0620770229713077,0.1865793894377941,45,9.674536613892558,14.020204618624216,58,4-5,9,0-4,1486,isConfid,isConfid,1
4801,CUST4802,18-21,0,57150-66433,partner site,Consideration,4454.575220885044,0.1440282281211596,0.1898398031948692,28,8.760876572418777,10.974077774803096,94,4-5,2,0-4,1349,isConfid,isConfid,1
7943,CUST7944,18-21,0,57150-66433,zoho,Consideration,5000.50916189939,0.2574863763285098,0.1561360157925665,3,4.952840840518255,11.003724593298942,39,4-5,4,5-9,1024,isConfid,isConfid,1
6804,CUST6805,18-21,1,57150-66433,duckduckgo,Consideration,5717.8931248402105,0.0341689223116016,0.0412205425370815,45,4.75002749489142,2.486330503760885,44,4-5,4,5-9,4391,isConfid,isConfid,1
1709,CUST1710,18-21,1,57150-66433,google ads,Consideration,5713.224782818293,0.0130711138851909,0.0384618427720179,4,7.203541195675915,7.866153364729921,77,18-19,5,5-9,3244,isConfid,isConfid,1
3365,CUST3366,18-21,1,57150-66433,bing,Consideration,8043.2716340068655,0.2145922433255477,0.1548717322835097,29,2.579258376188149,13.062028615628035,92,18-19,9,5-9,954,isConfid,isConfid,1
6548,CUST6549,18-21,0,57150-66433,linkedin ads,Awareness,6695.518838356603,0.1542613086474607,0.1390943613982112,7,6.738601411020192,13.05855595290106,15,2-3,0,0-4,2853,isConfid,isConfid,1
5683,CUST5684,18-21,0,57150-66433,duckduckgo,Conversion,7176.387710230478,0.2478584865859235,0.0986533293813912,36,5.148513669145079,0.7978917415894955,68,2-3,9,0-4,3533,isConfid,isConfid,1
3424,CUST3425,18-21,1,57150-66433,online directory,Awareness,440.9497111890509,0.1676150903931041,0.1381160975083432,43,9.215185067692268,5.680017447866523,91,2-3,9,5-9,3929,isConfid,isConfid,1
2584,CUST2585,18-21,0,57150-66433,blog,Awareness,8453.077364926437,0.0781851997846268,0.0152853936744615,40,2.437053731802276,7.602325335422006,54,2-3,3,0-4,4829,isConfid,isConfid,1
546,CUST0547,18-21,1,57150-66433,twitter ads,Awareness,1838.4861639212293,0.0181364658753837,0.1305230947280651,26,8.577387295165249,9.371745576482576,83,2-3,3,5-9,662,isConfid,isConfid,1
3632,CUST3633,18-21,0,57150-66433,affiliate,Conversion,9561.193732603868,0.2156789807699851,0.0717364579731139,47,7.890925873842732,2.16810241400736,23,8-9,5,0-4,1491,isConfid,isConfid,1
4598,CUST4599,18-21,0,57150-66433,blog,Retention,8691.476038227069,0.0838283454762077,0.116222462768095,49,2.319562380661686,0.5525733300885765,42,8-9,3,0-4,3041,isConfid,isConfid,1
4631,CUST4632,18-21,0,57150-66433,blog,Conversion,6965.662235254227,0.0571238336736283,0.1328038696201095,14,7.3198361624204225,12.154624308924204,40,8-9,4,5-9,925,isConfid,isConfid,1
4657,CUST4658,18-21,0,57150-66433,yahoo,Conversion,8633.11681453756,0.1337973285103423,0.0717960806679887,22,5.178055553765914,4.156974213588601,16,8-9,6,5-9,4803,isConfid,isConfid,1
6082,CUST6083,18-21,0,57150-66433,bing,Consideration,5336.061148605953,0.0360612467795486,0.0160811502793811,28,6.990512446827692,0.7525533435790153,5,8-9,7,5-9,4661,isConfid,isConfid,1
6606,CUST6607,18-21,1,57150-66433,blog,Retention,8964.23746294876,0.2679985748680069,0.0890434273208859,28,5.717294797328413,5.756979242144118,10,6-7,3,5-9,4987,isConfid,isConfid,1
3523,CUST3524,18-21,0,57150-66433,baidu,Awareness,5514.410555433526,0.236241525907254,0.0840198069860384,6,5.892238073381442,7.243595020417746,88,6-7,9,5-9,4575,isConfid,isConfid,1
845,CUST0846,18-21,1,57150-66433,duckduckgo,Awareness,2485.8995311187723,0.0776011586476371,0.0812392916307841,3,4.282742782214065,9.626452287300795,60,6-7,0,5-9,4833,isConfid,isConfid,1
335,CUST0336,18-21,0,57150-66433,tiktok,Retention,3235.832553981451,0.130942758580053,0.1257393621521552,1,9.392007427226588,7.54292459524759,5,18-19,4,5-9,542,isConfid,isConfid,1
307,CUST0308,18-21,1,57150-66433,google,Conversion,551.3688871437806,0.0933312684829728,0.0367445416818566,17,3.430190428116149,8.06698315843073,58,12-13,2,5-9,2828,isConfid,isConfid,1
2875,CUST2876,18-21,0,57150-66433,baidu,Conversion,5726.822909031005,0.0390197361441675,0.192368933481137,10,5.675373922601361,13.32213426395638,95,12-13,0,5-9,4763,isConfid,isConfid,1
3870,CUST3871,18-21,1,57150-66433,affiliate,Retention,4518.848338648005,0.0799338985866218,0.1539759429202855,12,4.529853667857456,14.770563410541826,92,12-13,3,5-9,503,isConfid,isConfid,1
5830,CUST5831,18-21,0,57150-66433,outlook,Awareness,4436.167914323465,0.2189872994874605,0.0498953947878046,9,6.736367312937818,2.448140329933588,16,12-13,3,5-9,1718,isConfid,isConfid,1
490,CUST0491,18-21,0,57150-66433,zoho,Retention,7177.207154231275,0.1023310627321625,0.0543472292033447,10,7.68630238471945,1.0698789993968607,2,0-1,0,0-4,1034,isConfid,isConfid,1
1972,CUST1973,18-21,0,57150-66433,tiktok,Conversion,3536.544789242268,0.1034669352961943,0.1422516935136702,32,7.688224171947764,3.70882642251596,3,0-1,7,5-9,3091,isConfid,isConfid,1
2679,CUST2680,18-21,0,57150-66433,yahoo,Consideration,574.3984258744325,0.0300507539159979,0.1065036240809143,22,1.3454515492392525,11.796140186526271,72,0-1,5,5-9,3737,isConfid,isConfid,1
5107,CUST5108,18-21,0,57150-66433,blog,Consideration,6742.412363838186,0.1286583812947972,0.0172502839602383,46,7.239619085781394,7.105120046012633,39,0-1,3,0-4,2422,isConfid,isConfid,1
5239,CUST5240,18-21,0,57150-66433,facebook,Consideration,1019.1963395771908,0.0659950459258982,0.1881748021533037,14,3.467814303067802,5.625483362209113,33,0-1,1,5-9,4246,isConfid,isConfid,1
5443,CUST5444,18-21,1,57150-66433,linkedin ads,Conversion,3012.9708124094727,0.1012097053995729,0.0789910800659415,32,1.4823049588388155,5.194210370364392,16,0-1,4,0-4,2271,isConfid,isConfid,1
6042,CUST6043,18-21,0,57150-66433,bing ads,Awareness,3566.32130132435,0.2228597887348287,0.0627561051463294,39,9.820302316745256,8.952504132067034,30,0-1,1,5-9,2842,isConfid,isConfid,1
6100,CUST6101,18-21,0,57150-66433,online directory,Awareness,1378.7179726798,0.2199857024312369,0.0269120695166797,7,9.650858204570396,6.083461082440436,49,0-1,8,0-4,3452,isConfid,isConfid,0
5533,CUST5534,18-21,0,57150-66433,bing,Retention,9147.891740761184,0.0853317220399905,0.1593100490401317,8,6.127851155432452,3.985467834420708,3,0-1,7,5-9,4753,isConfid,isConfid,1
7539,CUST7540,18-21,1,57150-66433,twitter,Consideration,7240.228357281979,0.0274750314012051,0.1392065291638223,34,7.356545286775147,11.845580958463358,2,16-17,2,0-4,3280,isConfid,isConfid,1
6378,CUST6379,18-21,0,57150-66433,outlook,Awareness,509.1426491760954,0.1044248963262157,0.0712231177563108,32,7.067570087744081,8.511982956653933,10,16-17,5,0-4,2720,isConfid,isConfid,1
3131,CUST3132,18-21,0,57150-66433,online directory,Retention,1867.53713815516,0.0858494488729522,0.1185631446396495,32,5.243706555210228,0.453872333244926,3,16-17,7,0-4,1789,isConfid,isConfid,1
2493,CUST2494,18-21,1,57150-66433,online directory,Consideration,979.2209601431264,0.1844088534430096,0.0850436539547506,48,1.8671445257346808,9.386603675912207,34,16-17,8,5-9,3655,isConfid,isConfid,1
1658,CUST1659,18-21,1,57150-66433,affiliate,Retention,5376.584174921308,0.2677479280505872,0.0754907364152016,49,3.003932155535527,6.303470226332009,95,16-17,7,0-4,2562,isConfid,isConfid,1
243,CUST0244,18-21,1,57150-66433,whatsapp,Consideration,2358.219015569253,0.1990221537180345,0.0150383732736882,40,5.661758066534046,12.492546716439907,26,16-17,1,0-4,4468,isConfid,isConfid,1
2594,CUST2595,18-21,1,57150-66433,partner site,Awareness,8026.765154918869,0.0235043621639545,0.0345477346341971,30,1.0935659296077431,13.125498996192102,53,14-15,9,5-9,4577,isConfid,isConfid,1
2651,CUST2652,18-21,0,57150-66433,blog,Awareness,4605.931669995461,0.1350528802800442,0.1817469348966431,7,6.129342751063931,6.929826715733128,28,14-15,8,0-4,3814,isConfid,isConfid,1
3296,CUST3297,18-21,0,57150-66433,yahoo,Retention,2276.1774228732875,0.2184483698802598,0.1368134386700891,33,9.606652051678028,3.116331489808535,9,14-15,9,5-9,2724,isConfid,isConfid,1
5141,CUST5142,18-21,0,57150-66433,blog,Retention,221.0913817380522,0.2815397918342793,0.0319613668692644,24,9.92545458337066,0.9804864131146748,79,14-15,3,0-4,3529,isConfid,isConfid,1
23,CUST0024,18-21,0,66434-75717,online directory,Conversion,5255.506297263432,0.0703272619896384,0.061497958040553,33,6.696825708015709,2.0850351819476773,18,4-5,5,0-4,1417,isConfid,isConfid,1
