Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,CustomerID,Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,AdvertisingPlatform,AdvertisingTool,Conversion
523,523,523,523,523,CUST0524,30-33,0,112854-122137,tiktok,Consideration,9333.973270523362,0.1573749647861413,0.07993188557475113,21,6.412976322376656,14.50058722382351,5,14-15,6,5-9,521,isConfid,isConfid,1
524,524,524,524,524,CUST0525,42-45,1,112854-122137,linkedin,Awareness,7899.707698492362,0.1062320631934711,0.13615452486555069,35,6.932004730523942,12.097748395800485,31,0-1,2,0-4,3755,isConfid,isConfid,1
525,525,525,525,525,CUST0526,42-45,1,20014-29297,bing ads,Consideration,2861.3680849703646,0.29423963982692436,0.046106931958128594,28,8.658193631614484,10.595064596382398,30,8-9,1,5-9,1432,isConfid,isConfid,1
526,526,526,526,526,CUST0527,62-65,0,38582-47865,yahoo,Consideration,3037.627912606365,0.2198910993227823,0.19714682726373442,35,4.350137657300615,8.20132318089081,17,16-17,1,5-9,2515,isConfid,isConfid,1
527,527,527,527,527,CUST0528,38-41,0,20014-29297,outlook,Consideration,727.4341813870356,0.155170808045496,0.14976306114783972,49,9.432351952100541,13.729368694498534,8,16-17,8,5-9,586,isConfid,isConfid,1
528,528,528,528,528,CUST0529,54-57,1,20014-29297,instagram,Conversion,3078.279636365203,0.22266890599449182,0.1892560152451039,32,2.2025159713576046,1.9543347209074642,2,8-9,5,0-4,50,isConfid,isConfid,1
529,529,529,529,529,CUST0530,50-53,0,103570-112853,zoho,Retention,795.9174727536489,0.1467505020329956,0.05974592663469274,38,1.5279205925525599,2.247429324468221,70,8-9,1,5-9,4385,isConfid,isConfid,1
530,530,530,530,530,CUST0531,50-53,0,20014-29297,affiliate,Conversion,5048.978180948696,0.014661545594474053,0.12208610174406158,13,2.38294120809648,12.210842977145479,25,18-19,4,0-4,67,isConfid,isConfid,1
531,531,531,531,531,CUST0532,46-49,0,20014-29297,linkedin ads,Awareness,6973.933720931224,0.16927299339881216,0.14675053734898522,47,5.195159799726213,7.327758910039754,12,18-19,6,5-9,3252,isConfid,isConfid,1
532,532,532,532,532,CUST0533,54-57,1,103570-112853,online directory,Conversion,7499.140516374827,0.19209182483693144,0.1499661414371371,46,8.194701084129502,12.485002742266289,33,18-19,0,5-9,3891,isConfid,isConfid,1
533,533,533,533,533,CUST0534,38-41,0,94286-103569,facebook,Conversion,854.9520676105791,0.29903683753039073,0.017484152851666556,36,2.27692995279715,6.0586259137742555,42,8-9,7,5-9,2971,isConfid,isConfid,1
534,534,534,534,534,CUST0535,26-29,1,20014-29297,google,Retention,3618.949685498047,0.013118283556376557,0.19965988531960308,44,5.970319743509035,6.983554430022855,92,2-3,5,0-4,329,isConfid,isConfid,0
535,535,535,535,535,CUST0536,22-25,0,66434-75717,facebook,Awareness,3150.937534826504,0.15477369207310346,0.1874913786918753,4,7.84952171628497,5.035522390513122,32,14-15,0,0-4,2263,isConfid,isConfid,1
536,536,536,536,536,CUST0537,50-53,1,29298-38581,protonmail,Consideration,1199.2805945533592,0.03524374972060642,0.02969739149594098,49,1.4303882648988688,13.900554466506277,68,18-19,7,0-4,1413,isConfid,isConfid,1
537,537,537,537,537,CUST0538,50-53,0,94286-103569,instagram,Consideration,3473.57113488551,0.04749913285843986,0.11314515950924979,21,1.333552959830372,7.254816957302816,35,8-9,4,5-9,4388,isConfid,isConfid,1
538,538,538,538,538,CUST0539,66-69,1,140706-149989,google,Awareness,3113.1048377127763,0.1850467929942619,0.06848925043856345,4,5.157054560099831,11.376917117932685,78,8-9,6,0-4,4361,isConfid,isConfid,1
539,539,539,539,539,CUST0540,46-49,0,75718-85001,duckduckgo,Conversion,6399.490045590962,0.08787162734185867,0.17478948028090846,36,2.624705465044271,10.700613066631963,73,14-15,9,5-9,4323,isConfid,isConfid,1
540,540,540,540,540,CUST0541,26-29,0,38582-47865,bing ads,Retention,8855.748691513412,0.23231829968665924,0.1447958872722207,37,5.035561634366383,3.6882892978499315,67,0-1,3,0-4,1192,isConfid,isConfid,1
541,541,541,541,541,CUST0542,34-37,1,57150-66433,google ads,Retention,4439.107900971472,0.1549579567914138,0.05601248247776019,45,1.3645376696923883,13.762241435884702,46,18-19,1,5-9,3336,isConfid,isConfid,1
542,542,542,542,542,CUST0543,46-49,0,103570-112853,baidu,Awareness,7400.232734499586,0.0762611820978335,0.0163498360574649,33,9.727160249037397,8.596495573263411,60,2-3,7,5-9,40,isConfid,isConfid,1
543,543,543,543,543,CUST0544,18-21,1,112854-122137,google,Awareness,1708.255036231893,0.15186994436008616,0.06836250275109294,14,6.846914034985313,12.742750926735289,44,6-7,3,5-9,3437,isConfid,isConfid,1
544,544,544,544,544,CUST0545,22-25,1,140706-149989,zoho,Conversion,8819.723123616543,0.008915074665747046,0.012430181029515415,47,7.0708318308121445,12.515703684110314,95,16-17,7,5-9,4209,isConfid,isConfid,1
545,545,545,545,545,CUST0546,62-65,0,122138-131421,facebook,Retention,1404.2229432437018,0.2587585275521504,0.04110707467620247,36,5.762697721764857,1.2744988720567274,87,2-3,8,0-4,1727,isConfid,isConfid,1
546,546,546,546,546,CUST0547,18-21,1,57150-66433,twitter ads,Awareness,1838.4861639212295,0.018136465875383704,0.13052309472806511,26,8.577387295165249,9.371745576482576,83,2-3,3,5-9,662,isConfid,isConfid,1
547,547,547,547,547,CUST0548,30-33,0,75718-85001,zoho,Conversion,1232.4433507963938,0.01225392671691959,0.1524397502323034,47,8.621652719444198,12.028508597759163,47,10-11,7,0-4,2688,isConfid,isConfid,1
548,548,548,548,548,CUST0549,38-41,0,103570-112853,whatsapp,Conversion,3166.987418454868,0.18518035961648785,0.10114473720974962,0,2.2197915944464794,13.606491375171107,40,6-7,3,0-4,613,isConfid,isConfid,1
549,549,549,549,549,CUST0550,30-33,0,20014-29297,twitter ads,Awareness,5498.707831928696,0.2921278110519031,0.12196648311984573,28,7.929603257086791,7.772460879874467,37,4-5,7,5-9,1445,isConfid,isConfid,1
550,550,550,550,550,CUST0551,18-21,1,66434-75717,gmail,Retention,9904.829547628935,0.2547522478157213,0.03874244541003278,7,6.069374537152231,11.2406325520703,67,14-15,0,5-9,890,isConfid,isConfid,1
551,551,551,551,551,CUST0552,66-69,0,103570-112853,partner site,Consideration,7747.217085098049,0.07692208870149146,0.07197167301740513,32,8.06032134979534,14.967614723751103,74,6-7,1,5-9,1795,isConfid,isConfid,1
552,552,552,552,552,CUST0553,42-45,0,94286-103569,news portal,Conversion,3964.300578518626,0.061167938645895564,0.1424996091014917,6,9.136866927618515,12.543603129853594,10,12-13,9,5-9,31,isConfid,isConfid,1
553,553,553,553,553,CUST0554,46-49,1,38582-47865,google ads,Consideration,5963.354069977944,0.19812351503840953,0.07946365858590639,28,4.100356116961061,12.797341923928604,15,4-5,2,5-9,3227,isConfid,isConfid,1
554,554,554,554,554,CUST0555,42-45,0,47866-57149,yahoo,Conversion,6363.631265482305,0.23966093681172665,0.07882448814040452,30,6.240330722991105,6.227881970283094,64,8-9,1,5-9,3226,isConfid,isConfid,1
555,555,555,555,555,CUST0556,34-37,1,29298-38581,whatsapp,Retention,8416.063317826285,0.12046145248335513,0.05058729978107072,37,8.03961894416677,1.861774793325264,96,0-1,9,0-4,1287,isConfid,isConfid,1
556,556,556,556,556,CUST0557,38-41,0,66434-75717,instagram,Consideration,7308.05779169906,0.1238722578671806,0.12489773475331428,7,9.810465749965962,14.314015708391794,70,8-9,7,0-4,1046,isConfid,isConfid,1
557,557,557,557,557,CUST0558,26-29,1,85002-94285,gmail,Awareness,5827.364789001481,0.045783073984081955,0.16897359777874138,30,6.508382843190999,10.591770776748506,66,4-5,9,0-4,4511,isConfid,isConfid,1
558,558,558,558,558,CUST0559,66-69,0,47866-57149,online directory,Conversion,6650.749286835624,0.05871905925762814,0.09952867719839412,36,7.549533091936883,3.029019746356498,70,10-11,8,5-9,4738,isConfid,isConfid,1
559,559,559,559,559,CUST0560,50-53,0,94286-103569,yahoo,Awareness,7460.623291281715,0.17498634647093803,0.027614379183718278,14,8.550545535828268,15.283000575502017,0,12-13,8,0-4,4651,isConfid,isConfid,1
560,560,560,560,560,CUST0561,50-53,1,75718-85001,blog,Awareness,1611.8061690289808,0.03551237425643143,0.16641264842341855,31,7.873604537609905,11.010986916810253,96,4-5,0,0-4,4789,isConfid,isConfid,0
561,561,561,561,561,CUST0562,50-53,1,103570-112853,news portal,Retention,1987.8662516964096,0.0727370815505679,0.026511291728433528,25,9.368642349599725,1.4620815281690875,70,14-15,8,5-9,325,isConfid,isConfid,0
562,562,562,562,562,CUST0563,66-69,0,75718-85001,tiktok,Awareness,6781.921461332244,0.07567924183029143,0.10257383804497251,47,2.9501734672480135,2.914594419800106,3,10-11,7,5-9,4094,isConfid,isConfid,1
563,563,563,563,563,CUST0564,58-61,0,131422-140705,linkedin ads,Conversion,8573.34596704354,0.13419711102981696,0.06229052262702396,48,9.24613385855998,12.99619207131196,81,2-3,7,0-4,3504,isConfid,isConfid,1
564,564,564,564,564,CUST0565,54-57,1,85002-94285,duckduckgo,Awareness,3976.4776468206173,0.022283528561388405,0.18168225051312392,10,2.7983352125766046,14.483714959910765,36,2-3,2,0-4,4538,isConfid,isConfid,0
565,565,565,565,565,CUST0566,26-29,1,38582-47865,protonmail,Awareness,9879.7734757914,0.1561318680489264,0.1504870991147342,22,6.234108616201235,5.772167469167342,13,0-1,7,5-9,4056,isConfid,isConfid,1
566,566,566,566,566,CUST0567,18-21,0,103570-112853,partner site,Conversion,2466.914396299351,0.2763338604558265,0.11664388231704743,33,5.68152089484436,6.903054289046207,78,8-9,1,0-4,1596,isConfid,isConfid,1
567,567,567,567,567,CUST0568,18-21,0,94286-103569,yahoo,Awareness,4208.645811489872,0.02394364061728946,0.13139386791197258,32,8.763581927669987,5.919986880708094,24,10-11,1,5-9,1490,isConfid,isConfid,1
568,568,568,568,568,CUST0569,50-53,0,75718-85001,google ads,Retention,3784.6745621732384,0.19780831211480446,0.11362602255702527,16,4.441267046262753,12.351977900791661,81,2-3,3,5-9,1356,isConfid,isConfid,1
569,569,569,569,569,CUST0570,54-57,0,122138-131421,bing ads,Conversion,9141.93967819102,0.25392190080054594,0.04037943338454334,32,2.4356680978326515,7.253829085458038,3,14-15,6,0-4,1064,isConfid,isConfid,1
570,570,570,570,570,CUST0571,26-29,1,140706-149989,duckduckgo,Retention,2596.494202036031,0.0995896755769256,0.14393166124027046,1,7.376190791046436,6.066288867657854,65,12-13,3,5-9,2461,isConfid,isConfid,1
571,571,571,571,571,CUST0572,58-61,0,47866-57149,bing,Awareness,4779.667563638552,0.04921373323656206,0.10071536631190847,48,6.350517628744379,9.344071808795222,42,12-13,1,5-9,1449,isConfid,isConfid,1
572,572,572,572,572,CUST0573,58-61,0,66434-75717,affiliate,Consideration,2085.211953404024,0.02573245673567257,0.13008673996778572,3,8.322600618986481,7.683159126947783,25,16-17,4,0-4,1315,isConfid,isConfid,1
573,573,573,573,573,CUST0574,46-49,1,112854-122137,bing,Retention,5183.393539330432,0.20172501144538504,0.020201824021660642,11,7.826523051433815,8.528036366726955,83,4-5,7,0-4,1606,isConfid,isConfid,1
574,574,574,574,574,CUST0575,30-33,0,122138-131421,affiliate,Retention,8596.946641909335,0.16827503753081652,0.03271125385383332,28,9.229431773388903,6.41878860574975,14,8-9,6,5-9,3538,isConfid,isConfid,1
575,575,575,575,575,CUST0576,26-29,0,112854-122137,linkedin,Awareness,3036.0178031148134,0.07503977133291369,0.11626555967827494,41,8.521386786451327,7.2843891375205905,5,8-9,6,5-9,4173,isConfid,isConfid,1
576,576,576,576,576,CUST0577,46-49,1,57150-66433,partner site,Consideration,8178.378289021514,0.24846248985683606,0.09906939794517015,41,7.0249492009036745,0.8920891967855464,36,16-17,8,5-9,1817,isConfid,isConfid,1
577,577,577,577,577,CUST0578,62-65,0,94286-103569,bing,Conversion,8887.816594727305,0.22399499200945522,0.050705938269010924,46,5.189173903882494,13.661596899898099,42,18-19,4,0-4,2214,isConfid,isConfid,1
578,578,578,578,578,CUST0579,18-21,1,66434-75717,outlook,Consideration,727.8015136001158,0.09080466005370605,0.05792426828262608,42,1.1370956828072716,0.9668209566367377,41,10-11,3,0-4,1851,isConfid,isConfid,0
579,579,579,579,579,CUST0580,66-69,0,57150-66433,baidu,Conversion,7612.791826462868,0.2305852469908779,0.12793300486377154,38,3.5848550607710417,11.995523129915947,12,0-1,9,0-4,1307,isConfid,isConfid,1
580,580,580,580,580,CUST0581,66-69,0,38582-47865,google ads,Awareness,2605.932187272015,0.08834972445906566,0.024293554543163655,41,7.750598599070899,4.996092446966571,15,2-3,8,0-4,2219,isConfid,isConfid,0
581,581,581,581,581,CUST0582,50-53,1,20014-29297,google,Consideration,1942.9060070696687,0.2046455726852558,0.09177367616127219,18,1.3795970871844454,1.9485894613018453,41,14-15,0,5-9,1297,isConfid,isConfid,1
582,582,582,582,582,CUST0583,38-41,1,140706-149989,tiktok,Awareness,6082.342621370077,0.045244606748805254,0.10779534145906444,49,8.016272770698425,9.200919893147129,37,12-13,5,5-9,3613,isConfid,isConfid,1
583,583,583,583,583,CUST0584,34-37,0,112854-122137,online directory,Retention,7170.058914819753,0.21273820199150426,0.07127762610011396,1,5.351993538722419,10.870068910837222,65,2-3,2,0-4,2277,isConfid,isConfid,1
584,584,584,584,584,CUST0585,42-45,0,122138-131421,bing ads,Consideration,3980.9593424067075,0.08174894516270179,0.16588667906498136,6,8.692529437293889,9.503587330414325,64,12-13,5,5-9,2814,isConfid,isConfid,1
585,585,585,585,585,CUST0586,22-25,0,112854-122137,partner site,Conversion,452.8691409876523,0.1744207345784049,0.01952179708790461,45,7.008791099491642,8.769548952947279,4,12-13,6,0-4,1221,isConfid,isConfid,1
586,586,586,586,586,CUST0587,46-49,0,131422-140705,online directory,Retention,9347.524900188191,0.05983099538331255,0.17875796017781134,21,8.179497018715143,8.664139439711594,29,6-7,0,5-9,1477,isConfid,isConfid,1
587,587,587,587,587,CUST0588,42-45,0,47866-57149,google,Conversion,7585.048352141016,0.21884805104338786,0.14452933233003093,10,2.513279360069347,8.6808652219142,94,12-13,5,0-4,130,isConfid,isConfid,1
588,588,588,588,588,CUST0589,26-29,0,47866-57149,outlook,Retention,2857.2550571618453,0.024577113452852135,0.09401890350232298,32,2.724730369046394,12.9506229324672,42,4-5,7,5-9,3590,isConfid,isConfid,1
589,589,589,589,589,CUST0590,42-45,0,112854-122137,twitter ads,Conversion,5020.512456677144,0.054750969138050345,0.1852480129128127,19,3.1802875431237867,1.8050305614383708,31,4-5,4,0-4,4641,isConfid,isConfid,1
590,590,590,590,590,CUST0591,50-53,1,94286-103569,twitter,Conversion,319.7907155512518,0.06372069416910835,0.14532661500596086,4,3.871913951312113,2.657478117125439,66,12-13,4,0-4,1088,isConfid,isConfid,1
591,591,591,591,591,CUST0592,66-69,0,66434-75717,tiktok,Awareness,3239.442028881262,0.01939266661219763,0.18602154619602032,3,9.352133533533824,12.281041704310176,66,4-5,6,0-4,666,isConfid,isConfid,0
592,592,592,592,592,CUST0593,58-61,0,85002-94285,outlook,Retention,5422.0804728023695,0.2364210582688248,0.1003438609860586,13,7.989052443523113,5.073178956505785,41,16-17,7,0-4,1102,isConfid,isConfid,1
593,593,593,593,593,CUST0594,22-25,0,57150-66433,outlook,Awareness,5273.1534573730205,0.29353238594853126,0.09504317087872026,2,4.437127700425368,11.64050991944799,4,6-7,6,5-9,2090,isConfid,isConfid,1
594,594,594,594,594,CUST0595,18-21,0,38582-47865,bing,Awareness,2385.6464816952007,0.23729253818890167,0.11293387571596765,49,9.25460985670211,5.8377522973492235,98,6-7,2,5-9,4828,isConfid,isConfid,1
595,595,595,595,595,CUST0596,66-69,0,131422-140705,instagram,Awareness,7916.9620539212265,0.2568407071060077,0.020362980983350362,17,7.9008988550138435,13.895270979169384,85,12-13,5,0-4,3443,isConfid,isConfid,1
596,596,596,596,596,CUST0597,62-65,0,85002-94285,linkedin ads,Awareness,2972.0340398387043,0.013923298825655652,0.1841464252395698,26,7.047756183556737,4.649658800755443,95,2-3,8,5-9,2166,isConfid,isConfid,1
597,597,597,597,597,CUST0598,26-29,1,47866-57149,gmail,Conversion,5840.362203543472,0.044708626308180045,0.13871688883466754,3,4.715278775035154,6.777081405830702,58,16-17,1,0-4,2855,isConfid,isConfid,1
598,598,598,598,598,CUST0599,46-49,1,131422-140705,yahoo,Awareness,2600.791065539376,0.17071936735286075,0.1258145423196953,2,6.979008507566325,2.900028557218741,22,14-15,8,5-9,2077,isConfid,isConfid,1
599,599,599,599,599,CUST0600,50-53,0,57150-66433,protonmail,Awareness,4247.376198257165,0.29531403422302205,0.1805415308758526,26,6.366663756895045,10.495406385125454,7,14-15,2,5-9,612,isConfid,isConfid,1
600,600,600,600,600,CUST0601,42-45,1,85002-94285,facebook ads,Awareness,2345.2805119010595,0.20364486580598323,0.19487585045528533,27,7.942699551169022,6.771023955433785,67,18-19,2,0-4,1968,isConfid,isConfid,1
601,601,601,601,601,CUST0602,38-41,1,131422-140705,facebook,Conversion,6433.676439117763,0.12210657959484204,0.0406606551748743,21,3.036035557161849,13.892141328291592,69,18-19,9,0-4,4950,isConfid,isConfid,1
602,602,602,602,602,CUST0603,50-53,1,47866-57149,bing ads,Retention,4527.826212385419,0.0446634292751966,0.15453971953846665,41,8.998099898768453,0.7923035924311036,90,12-13,1,0-4,4906,isConfid,isConfid,1
603,603,603,603,603,CUST0604,26-29,0,66434-75717,bing ads,Conversion,195.58639746424763,0.04876708412969574,0.12056510648150663,28,6.325893317498,6.241011093011537,18,12-13,2,0-4,2693,isConfid,isConfid,1
604,604,604,604,604,CUST0605,54-57,0,131422-140705,bing,Conversion,702.4611528107632,0.12072462120238296,0.09502512785685113,15,8.058020684164942,0.7264329310756851,43,18-19,6,0-4,4401,isConfid,isConfid,1
605,605,605,605,605,CUST0606,26-29,0,38582-47865,zoho,Conversion,4634.102295487154,0.21629911772205196,0.1920201362917267,34,4.053828405305221,4.957874659381817,92,18-19,2,5-9,3117,isConfid,isConfid,1
606,606,606,606,606,CUST0607,38-41,0,103570-112853,linkedin,Retention,1875.474252006201,0.020370499786803404,0.17313572831292293,18,4.703070810648861,6.018726547292382,37,16-17,0,5-9,4381,isConfid,isConfid,1
607,607,607,607,607,CUST0608,50-53,1,131422-140705,duckduckgo,Awareness,5990.91704104278,0.2559785831290081,0.1408788125939072,29,9.386206479586168,4.52875586118349,43,10-11,3,0-4,887,isConfid,isConfid,1
608,608,608,608,608,CUST0609,66-69,0,140706-149989,yahoo,Awareness,3904.862802445242,0.27875363525805574,0.0857487706469609,14,6.692284563664436,4.190252935773013,5,14-15,6,5-9,2333,isConfid,isConfid,1
609,609,609,609,609,CUST0610,50-53,0,29298-38581,partner site,Retention,6440.702765682094,0.2708655960165,0.13612574944144212,4,3.802993715258211,4.244023067511732,2,18-19,5,5-9,768,isConfid,isConfid,1
610,610,610,610,610,CUST0611,62-65,0,131422-140705,outlook,Retention,9653.16646802788,0.2769202453489208,0.10984892436318988,30,1.6233614594922663,4.469782960392406,95,12-13,9,5-9,1436,isConfid,isConfid,1
611,611,611,611,611,CUST0612,50-53,1,122138-131421,linkedin,Consideration,5147.616659693778,0.013224080637062796,0.0562837044821128,42,4.9378428373341,4.552961894236138,79,8-9,2,0-4,3800,isConfid,isConfid,1
612,612,612,612,612,CUST0613,34-37,1,85002-94285,whatsapp,Awareness,7718.525179040428,0.29494922102111015,0.09797419545001608,30,8.610574401151585,12.835590177131465,32,6-7,0,0-4,3806,isConfid,isConfid,1
613,613,613,613,613,CUST0614,66-69,1,57150-66433,facebook,Conversion,7212.228790535908,0.11790165154851841,0.047941654932901145,8,3.185128798796106,1.191056041801951,65,16-17,7,0-4,3470,isConfid,isConfid,1
614,614,614,614,614,CUST0615,54-57,0,29298-38581,gmail,Conversion,9169.154812945706,0.25935668547641627,0.10830844853364596,12,8.746993336214354,14.926013098197279,57,12-13,1,5-9,3216,isConfid,isConfid,1
615,615,615,615,615,CUST0616,46-49,0,94286-103569,whatsapp,Awareness,2171.944418074244,0.06402435727926001,0.1429498088187825,42,2.6194511315534266,4.589739206309655,25,0-1,4,5-9,4408,isConfid,isConfid,0
616,616,616,616,616,CUST0617,38-41,0,75718-85001,bing ads,Retention,8360.392724545356,0.14177155078772416,0.01778482131670441,20,2.183366443548227,1.0909228579153056,98,10-11,2,5-9,4686,isConfid,isConfid,1
617,617,617,617,617,CUST0618,38-41,0,66434-75717,google ads,Consideration,9222.268739265866,0.027850685269386576,0.1508593039183513,45,6.468838466583102,3.2787984687236014,27,16-17,3,5-9,2715,isConfid,isConfid,1
618,618,618,618,618,CUST0619,46-49,0,66434-75717,yahoo,Conversion,4032.6635072811778,0.028800963522824425,0.009540928703954694,30,8.031556458585081,14.235510298387538,42,18-19,2,0-4,1241,isConfid,isConfid,1
619,619,619,619,619,CUST0620,54-57,0,47866-57149,instagram,Consideration,3250.0635597857568,0.2812104993057862,0.10185207779421782,0,8.095577401848372,14.93145061704722,74,14-15,2,0-4,3923,isConfid,isConfid,1
620,620,620,620,620,CUST0621,26-29,1,38582-47865,online directory,Conversion,9488.283556687631,0.24234119550565308,0.11962392605875184,40,5.889904694537161,4.292091188253975,87,18-19,2,5-9,3614,isConfid,isConfid,1
621,621,621,621,621,CUST0622,66-69,1,29298-38581,blog,Conversion,6216.295639679874,0.15621307377207957,0.15275501480606268,12,6.614873491035853,3.8625125426531257,15,0-1,9,0-4,2354,isConfid,isConfid,1
622,622,622,622,622,CUST0623,30-33,0,140706-149989,affiliate,Awareness,3786.2057047277444,0.15624656630414846,0.1519566354851593,33,3.272728183684984,12.6264274775751,88,18-19,7,5-9,2419,isConfid,isConfid,1
623,623,623,623,623,CUST0624,38-41,1,103570-112853,twitter ads,Conversion,7895.313820172446,0.2261407834151488,0.0921725944697458,35,5.868637676558283,13.59332054826368,22,4-5,0,5-9,333,isConfid,isConfid,1
624,624,624,624,624,CUST0625,42-45,0,20014-29297,online directory,Consideration,3105.3382228918067,0.10638954407425448,0.02263731801086521,15,2.9060328132893516,9.740353761971402,58,12-13,1,0-4,2332,isConfid,isConfid,1
625,625,625,625,625,CUST0626,50-53,0,122138-131421,twitter,Consideration,2067.0364419166726,0.22896387697730292,0.1412985440372022,9,9.44359824948902,14.2282660559537,34,2-3,1,0-4,3085,isConfid,isConfid,1
626,626,626,626,626,CUST0627,58-61,0,38582-47865,twitter,Awareness,5340.749856413888,0.1536693075202542,0.10951095037806322,37,7.218965549431214,14.553874277039801,88,18-19,8,5-9,4051,isConfid,isConfid,1
627,627,627,627,627,CUST0628,46-49,0,38582-47865,news portal,Conversion,5935.312323014202,0.19044167231094122,0.07178078127776266,40,6.01216458533122,11.374701366660851,40,6-7,6,5-9,3624,isConfid,isConfid,1
628,628,628,628,628,CUST0629,34-37,0,112854-122137,duckduckgo,Consideration,8367.452991997241,0.285077698244101,0.05446602406858968,33,3.095080743221432,5.487806902652365,96,6-7,9,5-9,2722,isConfid,isConfid,1
629,629,629,629,629,CUST0630,66-69,0,103570-112853,blog,Retention,4528.87256878975,0.14864614101090215,0.034026243458771324,24,4.555273251837915,2.642782569409271,21,4-5,6,0-4,2820,isConfid,isConfid,1
630,630,630,630,630,CUST0631,34-37,1,57150-66433,duckduckgo,Awareness,8279.62653472927,0.13278889735542213,0.06538611399172431,0,7.908422290281282,7.687443207497939,73,8-9,7,0-4,1983,isConfid,isConfid,1
631,631,631,631,631,CUST0632,62-65,1,103570-112853,gmail,Retention,3101.212547305723,0.2779343776999405,0.09715933629471993,11,3.0736348484336644,4.8668591123381155,0,10-11,1,5-9,4046,isConfid,isConfid,1
632,632,632,632,632,CUST0633,42-45,1,29298-38581,gmail,Consideration,5806.498830890374,0.26507608407835204,0.09903693912233026,21,2.156581503648102,2.076724025650774,45,16-17,9,0-4,1335,isConfid,isConfid,1
633,633,633,633,633,CUST0634,38-41,0,29298-38581,linkedin,Retention,2217.209916614481,0.2929967733423476,0.12227717203672835,21,3.847960168969352,6.270406003054476,21,10-11,0,0-4,1798,isConfid,isConfid,1
634,634,634,634,634,CUST0635,30-33,1,38582-47865,linkedin ads,Awareness,4170.19047352705,0.174476995094046,0.07954137141883537,47,8.106775145597977,7.742767714002474,31,18-19,5,5-9,1803,isConfid,isConfid,1
635,635,635,635,635,CUST0636,34-37,1,122138-131421,facebook,Retention,8730.347149537933,0.11445993648042026,0.18338015127933874,1,8.919645101668435,10.342571515596099,86,12-13,2,0-4,1759,isConfid,isConfid,1
636,636,636,636,636,CUST0637,66-69,1,57150-66433,linkedin,Consideration,2379.975967682317,0.08243069055779857,0.10838582949717782,44,4.75215316359396,3.6085813996882123,29,2-3,1,0-4,4884,isConfid,isConfid,0
637,637,637,637,637,CUST0638,50-53,0,122138-131421,linkedin ads,Retention,7957.782673432157,0.021455523885199057,0.09091904966358323,7,8.09873572937165,13.213192605741703,86,4-5,2,5-9,4131,isConfid,isConfid,1
638,638,638,638,638,CUST0639,26-29,0,20014-29297,facebook,Retention,3098.8360253079213,0.2196111488753837,0.015550150183171014,32,3.989521686282883,3.4339261207835268,42,0-1,3,0-4,4640,isConfid,isConfid,0
639,639,639,639,639,CUST0640,58-61,0,75718-85001,facebook ads,Retention,614.4604127004393,0.07969890242931979,0.12217621415384751,4,5.697087074581991,14.960173885995905,11,0-1,4,5-9,3715,isConfid,isConfid,1
640,640,640,640,640,CUST0641,34-37,0,75718-85001,facebook,Conversion,1096.9201460191425,0.1904620502327291,0.12561943269897474,9,1.1583752199237536,8.562320469652496,82,14-15,9,5-9,4530,isConfid,isConfid,1
641,641,641,641,641,CUST0642,26-29,0,103570-112853,yahoo,Consideration,7568.744515848477,0.27184354137375,0.12131748601552383,2,7.32623688861353,2.9389726070967463,70,8-9,9,5-9,4808,isConfid,isConfid,1
642,642,642,642,642,CUST0643,26-29,0,103570-112853,baidu,Retention,2898.6456094834284,0.2866069624102862,0.17743730877325148,10,7.340220333353136,12.592073280791091,26,0-1,3,5-9,3622,isConfid,isConfid,1
643,643,643,643,643,CUST0644,22-25,0,94286-103569,whatsapp,Consideration,6515.810248080174,0.013694576246391362,0.15976663887013837,29,2.1536669412092926,4.120866798499,25,16-17,7,5-9,4550,isConfid,isConfid,1
644,644,644,644,644,CUST0645,42-45,0,103570-112853,duckduckgo,Retention,7018.247431349528,0.09767699068294264,0.1750603611562075,27,4.263631640134365,3.0823816100030488,17,16-17,5,5-9,4369,isConfid,isConfid,1
645,645,645,645,645,CUST0646,30-33,1,20014-29297,news portal,Awareness,3441.592851390688,0.24830882384177244,0.020190056335953197,4,5.332531457703998,2.4701555023583954,91,14-15,6,5-9,3130,isConfid,isConfid,1
646,646,646,646,646,CUST0647,46-49,0,103570-112853,linkedin,Awareness,4855.410409346574,0.16261997299202915,0.0710752786160019,11,7.9427616618331305,8.48328121466451,74,4-5,3,5-9,3708,isConfid,isConfid,1
647,647,647,647,647,CUST0648,66-69,1,85002-94285,protonmail,Awareness,4044.5405882024493,0.2427600901252466,0.07845097781982074,43,8.560214378073168,13.219396603684508,65,16-17,6,5-9,3870,isConfid,isConfid,1
648,648,648,648,648,CUST0649,34-37,0,131422-140705,twitter ads,Retention,9553.468503105427,0.25395260964812866,0.1362369770462615,44,7.473809749848727,13.04607551010344,80,12-13,4,5-9,4579,isConfid,isConfid,1
